order_id,order_date,customer_id,product_id,region_id,quantity,unit_price,discount_amount
500025,17/06/2024,1912,1138,6,1,12.5,0.75
500026,31/05/2025,1878,1108,5,3,56.78,8.52
500026,31/05/2025,1878,1105,5,2,102.32,20.46
500026,31/05/2025,1878,1036,5,1,58.82,5.88
500027,23/03/2024,1151,1036,3,1,54.22,0
500028,21/07/2025,629,1049,4,1,43.33,5.2
500028,21/07/2025,629,1129,4,3,4.22,0
500028,21/07/2025,629,1078,4,1,20.24,0
500029,29/10/2025,426,1039,6,1,111.98,6.72
500030,17/09/2024,1581,1122,2,2,8.54,0
500031,04/01/2025,348,1066,2,1,39.02,0.78
500031,04/01/2025,348,1116,2,2,23.4,0
500032,28/05/2025,420,1090,1,1,32.87,4.93
500032,28/05/2025,420,1031,1,1,89.34,8.93
500032,28/05/2025,420,1008,1,1,57.65,5.76
500032,28/05/2025,420,1142,1,3,10.19,1.53
500033,02/03/2025,1166,1040,4,1,69.17,0
500033,02/03/2025,1166,1049,4,2,44.96,6.29
500034,15/07/2024,239,1107,2,1,62.88,0
500034,15/07/2024,239,1126,2,4,8.88,7.1
500034,15/07/2024,239,1015,2,1,31.83,0
500035,07/10/2025,1467,1088,5,1,44.4,0
500035,07/10/2025,1467,1141,5,5,16.51,8.26
500035,07/10/2025,1467,1108,5,1,60.71,0
500035,07/10/2025,1467,1104,5,3,135.44,0
500036,23/01/2024,758,1115,2,1,80.39,8.04
500037,29/09/2024,174,1094,4,1,35.6,0
500037,29/09/2024,174,1001,4,1,92.41,18.48
500038,22/05/2025,1214,1064,5,1,33.64,4.04
500038,22/05/2025,1214,1016,5,1,66.34,6.63
500038,22/05/2025,1214,1083,5,2,58.3,23.32
500038,22/05/2025,1214,1039,5,1,88.75,8.88
500039,22/02/2024,975,1122,5,2,7.88,0
500040,25/09/2025,861,1076,2,2,9.49,1.9
500040,25/09/2025,861,1143,2,1,14.36,0
500041,06/12/2024,1807,1017,6,1,254.61,22.91
500042,12/02/2025,1229,1140,2,1,14.11,2.82
500043,30/11/2024,602,1076,5,1,11.87,0.36
500044,29/08/2025,790,1043,1,1,69.77,10.47
500044,29/08/2025,790,1067,1,1,75.67,1.51
500044,29/08/2025,790,1005,1,1,119.93,11.99
500044,29/08/2025,790,1069,1,1,76.17,1.52
500045,06/02/2025,593,1038,5,1,73.71,11.06
500045,06/02/2025,593,1058,5,3,65.86,3.95
500045,06/02/2025,593,1035,5,1,29.26,2.93
500046,04/12/2025,982,1082,3,1,42.28,3.38
500046,04/12/2025,982,1092,3,1,8.87,0.27
500047,06/05/2025,322,1128,1,3,20.06,3.01
500047,06/05/2025,322,1072,1,2,78.14,3.13
500048,15/12/2025,1012,1143,2,1,17.68,0.53
500049,04/12/2024,889,1029,6,1,164.47,6.58
500050,26/10/2025,1492,1142,1,2,11.77,2.35
500051,05/12/2025,346,1095,6,1,92.21,8.3
500051,05/12/2025,346,1086,6,1,25.48,1.02
500051,05/12/2025,346,1142,6,1,14.94,1.34
500052,02/06/2024,1712,1050,5,2,55.89,2.24
500053,03/09/2025,232,1139,4,1,28.36,0
500053,03/09/2025,232,1041,4,1,52.96,5.3
500054,29/11/2025,1232,1106,1,2,74.56,4.47
500054,29/11/2025,1232,1046,1,1,67.61,5.41
500055,11/03/2024,1669,1019,4,1,156.08,7.8
500055,11/03/2024,1669,1074,4,1,8.95,0
500055,11/03/2024,1669,1121,4,2,13.72,2.74
500056,17/12/2024,1682,1124,2,1,8.86,1.59
500057,18/06/2025,1027,1002,2,1,160.46,0
500058,07/11/2025,830,1009,1,1,49.81,8.97
500058,07/11/2025,830,1132,1,3,30.03,2.7
500058,07/11/2025,830,1006,1,1,180.81,41.59
500058,07/11/2025,830,1007,1,1,39.96,5.19
500059,13/02/2025,63,1072,1,1,72.72,1.45
500060,17/06/2025,1228,1007,4,1,35.9,1.8
500061,31/08/2024,67,1019,6,1,178.98,10.74
500062,26/08/2024,876,1094,5,1,30.19,0
500062,26/08/2024,876,1020,5,1,79.05,0
500063,17/01/2024,1050,1130,5,3,8.81,0
500064,23/01/2024,1119,1133,5,4,8.77,1.75
500064,23/01/2024,1119,1114,5,2,119.19,11.92
500064,23/01/2024,1119,1127,5,2,8.34,3.34
500064,23/01/2024,1119,1029,5,1,100.18,10.02
500065,18/07/2024,1964,1043,4,1,73.26,3.66
500065,18/07/2024,1964,1024,4,1,132.38,0
500065,18/07/2024,1964,1006,4,1,160.89,24.13
500065,18/07/2024,1964,1144,4,3,21.48,0
500066,18/04/2024,312,1128,5,2,19.47,1.95
500066,18/04/2024,312,1077,5,2,58.73,11.75
500066,18/04/2024,312,1023,5,1,177.03,0
500067,14/07/2024,663,1081,4,1,8.09,0.4
500067,14/07/2024,663,1015,4,1,34.1,0
500067,14/07/2024,663,1107,4,3,67.37,40.42
500067,14/07/2024,663,1063,4,1,14.7,3.23
500068,14/07/2024,1789,1110,5,1,132.78,19.92
500068,14/07/2024,1789,1050,5,1,55.35,1.11
500069,23/05/2024,271,1130,1,1,9.87,0.49
500070,07/03/2024,578,1010,3,1,76.29,0
500071,14/03/2025,1127,1110,2,2,125.02,0
500072,09/03/2025,600,1098,2,1,97.74,4.89
500072,09/03/2025,600,1020,2,1,75.92,11.39
500073,18/10/2025,230,1099,6,1,69.69,4.18
500074,16/10/2025,1584,1023,6,1,225.6,2.26
500074,16/10/2025,1584,1025,6,1,96.63,10.63
500075,08/07/2024,875,1009,3,1,40.1,0
500075,08/07/2024,875,1040,3,1,65.14,9.77
500075,08/07/2024,875,1057,3,1,30.27,0.61
500075,08/07/2024,875,1140,3,1,14.84,0
500076,19/10/2024,1162,1114,4,2,146.91,29.38
500076,19/10/2024,1162,1125,4,4,16.15,6.46
500076,19/10/2024,1162,1095,4,1,74.77,14.95
500076,19/10/2024,1162,1082,4,2,42.59,8.52
500077,25/07/2024,249,1024,3,1,119.77,17.97
500077,25/07/2024,249,1041,3,1,47,4.7
500078,09/11/2025,1944,1033,3,1,42.99,5.59
500078,09/11/2025,1944,1079,3,3,59.49,5.35
500078,09/11/2025,1944,1044,3,1,78.91,2.37
500079,04/05/2025,1886,1002,2,1,157.34,0
500079,04/05/2025,1886,1071,2,2,28.7,1.15
500080,01/05/2024,1039,1082,5,2,35.12,0
500081,23/09/2025,1243,1029,6,1,133.63,1.34
500081,23/09/2025,1243,1122,6,3,10.29,6.48
500082,25/06/2024,851,1077,1,1,61.7,3.09
500082,25/06/2024,851,1118,1,3,68.13,40.88
500082,25/06/2024,851,1061,1,1,14.69,1.03
500082,25/06/2024,851,1031,1,1,91.11,4.56
500083,15/05/2025,607,1050,5,1,50.75,1.02
500083,15/05/2025,607,1016,5,1,66.34,9.95
500083,15/05/2025,607,1102,5,2,92.72,0
500084,29/05/2024,982,1063,3,1,12.2,0.85
500085,05/12/2025,639,1103,1,1,35.86,6.45
500085,05/12/2025,639,1034,1,1,97.02,2.91
500085,05/12/2025,639,1085,1,2,54.61,3.28
500085,05/12/2025,639,1044,1,1,91.9,2.76
500086,22/03/2025,1279,1076,3,3,9.36,0
500086,22/03/2025,1279,1047,3,1,39.32,0
500086,22/03/2025,1279,1118,3,3,60.37,0
500087,04/09/2025,816,1108,6,3,68.99,2.07
500087,04/09/2025,816,1120,6,1,73.59,4.42
500087,04/09/2025,816,1068,6,1,91.69,2.75
500088,24/07/2024,823,1012,3,1,37.98,5.7
500089,16/08/2024,1874,1102,6,1,108.33,1.08
500089,16/08/2024,1874,1131,6,3,16.34,5.39
500090,16/09/2025,560,1018,4,1,119.63,5.98
500090,16/09/2025,560,1054,4,1,59.94,10.19
500090,16/09/2025,560,1033,4,1,41.88,4.19
500091,11/10/2024,1530,1121,1,4,14.69,2.94
500092,27/03/2025,554,1045,5,1,40.42,6.06
500093,06/05/2025,466,1085,4,3,44.36,13.31
500094,16/12/2024,376,1137,1,1,5.79,0.17
500094,16/12/2024,376,1099,1,2,71.4,4.28
500095,18/02/2024,498,1135,6,4,28,1.12
500096,05/03/2025,1950,1054,6,2,63.48,3.81
500096,05/03/2025,1950,1036,6,1,67.35,0.67
500096,05/03/2025,1950,1015,6,1,36.82,7.73
500096,05/03/2025,1950,1017,6,1,194.94,21.44
500097,15/05/2024,462,1029,4,1,115.48,17.32
500098,28/11/2025,863,1030,1,1,93.27,21.45
500099,23/11/2025,757,1001,5,1,99.86,7.99
500099,23/11/2025,757,1052,5,3,60.47,27.21
500100,05/04/2024,675,1034,6,1,87.69,0.88
500100,05/04/2024,675,1075,6,3,32.29,0.97
500100,05/04/2024,675,1020,6,1,93.28,10.26
500100,05/04/2024,675,1064,6,1,39.3,3.14
500101,01/02/2024,635,1051,5,2,50.02,22.01
500101,01/02/2024,635,1127,5,2,8.52,0.85
500102,06/12/2025,3,1120,6,1,90.57,17.21
500102,06/12/2025,3,1023,6,1,267.38,37.43
500103,14/05/2024,1040,1077,3,1,56.35,11.27
500103,14/05/2024,1040,1132,3,1,23.94,1.2
500104,22/05/2025,702,1128,5,5,19.66,9.83
500104,22/05/2025,702,1068,5,1,75.46,9.06
500104,22/05/2025,702,1048,5,1,50.95,5.1
500104,22/05/2025,702,1105,5,2,102.32,0
500105,13/03/2025,1404,1105,2,1,97.29,19.46
500106,25/05/2024,648,1127,4,2,10.38,0
500107,08/10/2024,1404,1088,2,2,43.51,4.35
500107,08/10/2024,1404,1095,2,2,64.61,0
500107,08/10/2024,1404,1132,2,1,26.4,3.96
500108,10/06/2025,1195,1064,6,2,40.48,2.43
500109,14/02/2024,935,1116,4,2,25.62,5.12
500109,14/02/2024,935,1009,4,1,40.85,2.04
500109,14/02/2024,935,1082,4,1,34.32,5.15
500109,14/02/2024,935,1041,4,1,47.87,4.79
500110,23/11/2025,702,1029,5,1,128.49,3.85
500110,23/11/2025,702,1104,5,3,147.99,35.52
500111,30/06/2024,914,1013,3,1,73.4,14.68
500111,30/06/2024,914,1004,3,1,48.03,9.61
500112,11/12/2025,1713,1090,3,1,38.8,3.1
500113,23/01/2024,1416,1126,6,2,9.65,0.19
500114,15/11/2024,81,1106,1,1,74.56,17.15
500114,15/11/2024,81,1072,1,1,91.29,4.56
500115,16/04/2024,1070,1015,6,1,37.57,0.38
500115,16/04/2024,1070,1090,6,2,37.65,0.75
500116,25/07/2025,1322,1064,5,2,33.97,1.36
500116,25/07/2025,1322,1127,5,1,9.25,0.46
500117,23/03/2025,1616,1140,5,2,16.21,0
500118,11/01/2024,1452,1063,1,1,11.93,2.03
500118,11/01/2024,1452,1080,1,1,12.8,0
500118,11/01/2024,1452,1139,1,1,24.37,4.87
500119,28/12/2025,534,1129,6,4,6.42,4.88
500119,28/12/2025,534,1005,6,1,177.59,7.1
500120,05/11/2024,1791,1112,5,1,99.8,17.96
500120,05/11/2024,1791,1078,5,1,22.3,4.01
500120,05/11/2024,1791,1040,5,1,79.32,6.35
500121,16/04/2024,1320,1025,4,1,79.61,0
500121,16/04/2024,1320,1059,4,3,73.78,4.43
500122,04/01/2025,726,1018,4,1,105.82,0
500123,25/09/2024,1765,1133,3,2,9.42,1.88
500123,25/09/2024,1765,1130,3,3,9.47,1.42
500123,25/09/2024,1765,1071,3,1,26.53,1.86
500123,25/09/2024,1765,1127,3,2,8.96,0
500124,22/07/2024,131,1084,4,1,44.35,0
500124,22/07/2024,131,1136,4,2,19.1,0
500125,09/11/2025,1976,1107,2,1,72.74,2.18
500126,25/09/2024,1995,1116,1,1,27.53,1.38
500126,25/09/2024,1995,1077,1,3,62.3,0
500126,25/09/2024,1995,1033,1,1,40.68,2.03
500126,25/09/2024,1995,1020,1,1,83.86,8.39
500127,16/11/2025,1473,1054,6,1,82.55,13.21
500128,10/12/2025,914,1096,3,1,20.13,1.61
500128,10/12/2025,914,1053,3,2,90.13,9.01
500128,10/12/2025,914,1022,3,1,126.47,22.76
500129,11/03/2024,444,1076,4,1,9.58,0
500130,29/03/2024,1478,1094,1,2,30.18,0
500131,14/12/2024,1029,1068,5,1,103.29,5.16
500132,27/01/2024,659,1061,6,1,16.4,0.49
500133,27/12/2025,573,1028,5,1,28.24,2.26
500133,27/12/2025,573,1012,5,1,50.18,1.51
500134,27/03/2024,946,1106,3,1,57.68,5.77
500134,27/03/2024,946,1133,3,3,8.88,0
500134,27/03/2024,946,1034,3,1,69.18,10.38
500135,14/12/2024,106,1081,5,3,9.67,3.77
500135,14/12/2024,106,1070,5,1,96.72,19.34
500135,14/12/2024,106,1054,5,1,75.88,3.79
500135,14/12/2024,106,1003,5,1,71.03,2.13
500136,13/10/2024,113,1109,2,1,33.03,0
500136,13/10/2024,113,1131,2,5,15.83,0
500136,13/10/2024,113,1087,2,1,36.36,0
500137,07/09/2025,1464,1113,2,2,74.98,7.5
500138,06/12/2024,1487,1048,6,1,76.2,3.05
500138,06/12/2024,1487,1078,6,2,28.55,2.28
500138,06/12/2024,1487,1016,6,1,99.22,18.85
500139,26/02/2025,180,1078,5,1,17.77,0
500139,26/02/2025,180,1030,5,1,72.84,0
500140,20/04/2025,1351,1128,2,4,20.61,4.12
500141,15/03/2025,1602,1093,1,1,47.45,0
500142,30/09/2024,1907,1130,2,1,9.76,0.98
500143,09/08/2025,686,1138,3,3,10.55,0
500144,12/11/2024,595,1043,3,1,76.68,9.97
500145,24/06/2025,1694,1069,6,2,90.76,41.75
500146,19/09/2024,283,1048,5,1,52.47,7.87
500146,19/09/2024,283,1022,5,1,108.16,0
500147,20/09/2025,1087,1002,1,1,168.63,16.86
500148,28/03/2024,723,1017,4,1,173.46,8.67
500148,28/03/2024,723,1001,4,1,87.08,4.35
500148,28/03/2024,723,1083,4,1,59.4,0
500148,28/03/2024,723,1139,4,1,26.72,4.01
500149,10/05/2024,35,1077,3,1,56.35,5.64
500150,08/04/2024,1685,1058,3,2,66.56,2.66
500151,22/11/2025,853,1027,3,1,119.67,9.57
500152,10/06/2025,464,1105,5,3,104.34,0
500153,25/11/2024,1652,1098,2,1,117.68,3.53
500154,03/04/2024,369,1080,3,2,12.96,2.59
500154,03/04/2024,369,1078,3,3,17.96,5.39
500155,21/06/2025,1781,1137,1,4,5.03,2.01
500155,21/06/2025,1781,1073,1,1,58.93,5.89
500156,22/12/2025,1255,1008,1,1,73.06,5.84
500156,22/12/2025,1255,1031,1,1,113.22,20.38
500157,29/11/2024,232,1130,4,1,11.87,1.54
500157,29/11/2024,232,1029,4,1,134.91,17.54
500158,28/11/2024,1185,1074,5,2,10.26,1.64
500158,28/11/2024,1185,1001,5,1,99.86,3
500159,05/08/2024,328,1066,6,2,47.28,2.84
500159,05/08/2024,328,1042,6,1,50.68,0.51
500160,27/01/2024,374,1037,6,1,50.19,5.52
500161,14/08/2024,1434,1115,1,2,90.95,18.19
500162,20/05/2025,615,1017,6,1,200.9,12.05
500163,01/09/2024,25,1072,5,1,85.19,1.7
500164,22/03/2025,122,1075,6,2,34.18,10.94
500164,22/03/2025,122,1098,6,2,117.68,14.12
500165,01/08/2024,1005,1089,5,2,47.8,14.34
500166,22/02/2025,594,1136,1,1,18.46,0
500166,22/02/2025,594,1141,1,2,15.83,0
500167,18/10/2025,1872,1025,3,1,77.79,7.78
500167,18/10/2025,1872,1103,3,1,28.18,2.82
500168,14/01/2024,1187,1114,3,1,113.23,0
500168,14/01/2024,1187,1080,3,1,12.87,1.29
500168,14/01/2024,1187,1024,3,1,108.03,5.4
500168,14/01/2024,1187,1051,3,1,50.23,1
500169,07/04/2025,1216,1078,6,1,22.3,0.22
500170,22/08/2024,1918,1072,3,1,72.06,5.04
500170,22/08/2024,1918,1125,3,2,12.53,1.25
500170,22/08/2024,1918,1102,3,3,87.21,26.16
500170,22/08/2024,1918,1017,3,1,160.14,8.01
500171,20/02/2024,1001,1107,5,2,59.13,17.74
500171,20/02/2024,1001,1116,5,1,24.4,2.44
500172,11/08/2025,359,1004,5,1,49.09,0
500173,08/03/2024,1406,1111,6,1,138,8.28
500174,05/08/2025,1908,1084,3,1,39.34,1.97
500174,05/08/2025,1908,1112,3,1,80.35,4.02
500175,09/01/2025,766,1073,5,2,47.78,9.56
500175,09/01/2025,766,1066,5,1,36.86,6.27
500176,11/09/2024,1645,1113,1,2,78.04,0
500176,11/09/2024,1645,1051,1,2,56.45,13.55
500176,11/09/2024,1645,1050,1,1,53.3,3.73
500176,11/09/2024,1645,1060,1,1,41.03,0.82
500177,25/04/2024,1564,1050,4,2,52.76,2.11
500178,17/04/2024,767,1009,5,1,41.38,2.07
500178,17/04/2024,767,1051,5,1,53.21,1.06
500178,17/04/2024,767,1109,5,2,31.21,3.12
500179,12/12/2024,640,1106,6,2,93.57,26.2
500179,12/12/2024,640,1026,6,1,130.83,18.32
500180,31/10/2025,1606,1058,5,1,75.67,9.08
500181,03/11/2025,621,1127,4,1,11.23,0.34
500181,03/11/2025,621,1096,4,1,20.51,2.67
500182,21/07/2024,657,1047,6,1,50.83,8.13
500182,21/07/2024,657,1049,6,2,52.59,3.16
500183,08/02/2025,793,1027,4,1,105.36,0
500184,08/05/2025,244,1059,4,1,74.51,5.22
500184,08/05/2025,244,1134,4,5,3.97,0
500184,08/05/2025,244,1095,4,2,64.74,6.47
500185,18/08/2025,1251,1034,6,1,87.69,9.65
500185,18/08/2025,1251,1105,6,1,119.54,1.2
500186,01/06/2025,1005,1041,5,1,49.95,5
500187,20/12/2024,1269,1016,6,1,99.22,13.89
500188,19/11/2025,1146,1058,3,1,78.54,3.93
500189,28/09/2024,1235,1063,6,1,16.85,2.19
500190,25/02/2025,1037,1136,5,3,16.76,0
500191,18/02/2025,227,1115,3,2,79.63,7.96
500191,18/02/2025,227,1132,3,1,22.28,0
500192,06/04/2025,322,1016,1,1,67,0
500193,22/05/2024,1915,1007,3,1,31.85,0
500194,23/10/2025,1750,1018,5,1,118.31,5.92
500195,21/08/2025,468,1123,6,4,5.78,1.39
500195,21/08/2025,468,1089,6,1,56.41,9.03
500196,26/10/2025,1490,1083,1,2,68.67,0
500197,13/01/2024,1742,1090,2,2,31.07,3.11
500197,13/01/2024,1742,1120,2,2,54.06,10.81
500198,07/02/2025,437,1050,5,3,47.23,9.92
500199,12/05/2024,1523,1065,6,2,79.02,36.35
500199,12/05/2024,1523,1126,6,5,11.44,9.15
500200,06/05/2024,1304,1059,3,1,67.42,8.09
500200,06/05/2024,1304,1046,3,1,53.9,0
500200,06/05/2024,1304,1024,3,1,118.6,0
500200,06/05/2024,1304,1062,3,1,15.13,1.82
500201,26/05/2025,320,1052,1,1,48.89,3.42
500202,06/08/2024,602,1056,5,3,19.95,7.18
500203,11/07/2025,1185,1109,5,1,31.83,0
500204,06/02/2025,817,1010,2,1,75.48,3.77
500205,10/05/2024,1658,1011,5,1,146.21,0
500205,10/05/2024,1658,1120,5,3,60.57,9.09
500205,10/05/2024,1658,1033,5,1,38.73,3.87
500206,22/08/2025,392,1008,1,1,57.07,5.71
500206,22/08/2025,392,1090,1,1,32.55,4.88
500206,22/08/2025,392,1107,1,1,64.16,0
500207,30/05/2024,1651,1018,6,1,130.56,1.31
500207,30/05/2024,1651,1100,6,3,107.07,3.21
500208,15/09/2024,1625,1064,6,1,44.14,1.32
500208,15/09/2024,1625,1099,6,2,67.11,8.05
500209,18/01/2025,303,1023,4,1,171.01,8.55
500209,18/01/2025,303,1013,4,1,72.47,3.62
500210,17/07/2024,932,1076,6,2,11.21,0.22
500211,06/06/2025,1777,1055,5,1,16.33,1.96
500211,06/06/2025,1777,1002,5,1,163.73,32.75
500212,16/02/2025,858,1028,6,1,24.47,2.69
500213,20/04/2024,1106,1001,5,1,84.63,16.93
500214,29/01/2024,383,1010,6,1,88.95,0.89
500215,09/04/2024,1542,1025,5,1,75.82,7.58
500216,16/03/2024,1349,1119,6,1,47.6,5.24
500216,16/03/2024,1349,1018,6,1,126.68,7.6
500217,18/12/2024,532,1059,5,1,89.94,4.5
500218,23/12/2024,839,1045,3,1,50.16,6.52
500218,23/12/2024,839,1097,3,3,31.37,2.82
500218,23/12/2024,839,1114,3,2,157.53,9.45
500218,23/12/2024,839,1064,3,1,40.5,8.1
500219,02/04/2024,1044,1144,2,2,19.65,0
500219,02/04/2024,1044,1070,2,3,68.57,24.69
500220,28/10/2025,1535,1089,3,1,49.05,4.9
500220,28/10/2025,1535,1128,3,2,19.98,4
500221,20/02/2025,552,1125,1,3,12.65,1.9
500221,20/02/2025,552,1062,1,1,15.12,1.81
500221,20/02/2025,552,1038,1,1,75.19,11.28
500221,20/02/2025,552,1081,1,1,6.71,1.01
500222,29/11/2024,653,1132,4,4,30.91,22.26
500222,29/11/2024,653,1130,4,2,11.87,1.9
500222,29/11/2024,653,1073,4,1,64.34,1.93
500222,29/11/2024,653,1122,4,2,10.39,3.74
500223,30/01/2024,443,1106,6,1,67.25,0.67
500224,02/04/2024,90,1013,5,1,75.02,3.75
500224,02/04/2024,90,1023,5,1,177.03,0
500225,26/08/2025,568,1066,5,2,40.07,1.6
500226,11/08/2024,1152,1087,5,1,34.35,3.44
500226,11/08/2024,1152,1130,5,4,10.35,8.28
500227,30/09/2024,204,1022,4,1,113.57,5.68
500227,30/09/2024,204,1068,4,1,81.59,13.87
500227,30/09/2024,204,1054,4,1,59.94,7.19
500227,30/09/2024,204,1104,4,2,136.95,0
500228,14/12/2024,181,1018,2,1,137.42,17.86
500228,14/12/2024,181,1066,2,2,54.29,5.43
500228,14/12/2024,181,1129,2,4,5.34,0.64
500228,14/12/2024,181,1117,2,3,114.42,27.46
500229,25/05/2025,588,1129,1,2,4.38,0.44
500229,25/05/2025,588,1086,1,1,18.77,0.94
500229,25/05/2025,588,1052,1,1,52.8,1.06
500229,25/05/2025,588,1051,1,1,59.21,1.18
500230,28/03/2025,1450,1104,4,1,129.05,0
500230,28/03/2025,1450,1130,4,3,9.86,1.48
500230,28/03/2025,1450,1119,4,1,42.35,6.35
500231,04/09/2024,60,1018,1,1,116.21,0
500231,04/09/2024,60,1105,1,1,107.46,21.49
500232,06/01/2025,1946,1071,1,3,25.2,9.07
500233,23/07/2025,752,1028,1,1,22.95,0
500234,27/04/2024,66,1142,4,2,11.21,4.48
500235,03/02/2025,372,1041,4,1,47.87,0
500235,03/02/2025,372,1139,4,1,25.63,0
500236,05/03/2024,327,1052,4,1,48.83,0.98
500236,05/03/2024,327,1078,4,3,19.45,0
500236,05/03/2024,327,1033,4,1,39.46,5.92
500237,26/06/2025,1745,1131,4,2,14.98,4.49
500238,08/01/2024,833,1086,5,1,15.52,2.33
500238,08/01/2024,833,1048,5,1,46.41,9.28
500239,30/10/2024,1436,1058,4,2,79.45,11.12
500240,06/03/2024,695,1021,1,1,173.45,0
500241,09/08/2024,1762,1109,2,1,30.58,3.06
500241,09/08/2024,1762,1081,2,1,6.85,0
500242,18/06/2024,1205,1095,2,3,61.62,0
500243,15/06/2025,946,1078,3,2,19.97,3.99
500244,10/03/2025,1540,1064,1,1,33.29,3.99
500244,10/03/2025,1540,1088,1,1,41.09,4.11
500244,10/03/2025,1540,1044,1,1,70.36,0
500245,16/09/2024,1026,1138,1,1,10.91,2.18
500245,16/09/2024,1026,1054,1,3,58.23,3.49
500245,16/09/2024,1026,1027,1,1,113.24,16.99
500246,04/08/2025,2,1044,2,1,68.98,0
500246,04/08/2025,2,1028,2,1,21.62,4.32
500246,04/08/2025,2,1071,2,1,26.31,3.16
500247,04/03/2025,680,1103,1,3,27.46,0
500247,04/03/2025,680,1128,1,1,19.46,0
500248,14/07/2024,1421,1127,5,2,9.98,2
500248,14/07/2024,1421,1050,5,3,55.35,3.32
500249,19/02/2025,1677,1080,1,1,13.08,0
500249,19/02/2025,1677,1021,1,1,166.37,0
500249,19/02/2025,1677,1067,1,1,71.13,12.09
500249,19/02/2025,1677,1073,1,3,49.79,0
500250,04/09/2024,1869,1131,2,4,14.11,8.47
500251,16/10/2025,148,1093,1,2,48.42,0
500252,23/02/2024,240,1039,3,1,78.47,0
500252,23/02/2024,240,1099,3,1,48.83,0
500253,28/02/2025,543,1113,2,3,67.77,10.17
500254,26/10/2024,832,1044,5,1,76.02,3.8
500254,26/10/2024,832,1011,5,1,156.34,0
500254,26/10/2024,832,1071,5,1,31.32,0.63
500254,26/10/2024,832,1038,5,1,84.69,8.47
500255,24/01/2024,505,1060,3,1,33.8,4.06
500255,24/01/2024,505,1038,3,1,68.54,6.85
500255,24/01/2024,505,1046,3,1,49.09,9.82
500255,24/01/2024,505,1069,3,3,65.27,23.5
500256,16/06/2025,96,1136,5,1,18.37,3.67
500256,16/06/2025,96,1116,5,2,26.73,0
500257,20/10/2024,54,1087,4,1,38.95,0
500258,29/01/2024,1885,1042,1,1,40.3,0
500259,13/11/2025,1265,1119,2,3,47.6,18.56
500259,13/11/2025,1265,1017,2,1,194.94,15.6
500260,10/09/2024,638,1118,3,3,64.07,0
500261,07/12/2024,1728,1053,6,2,120.91,14.51
500261,07/12/2024,1728,1099,6,1,82.59,7.43
500262,27/10/2024,425,1049,5,2,47.19,1.89
